Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2016,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,24973
2016,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,7
2016,SYR,Syrian Arab Rep.,JOR,Jordan,AUT,Austria,206
2016,SSD,South Sudan,ISR,Israel,FRA,France,10
2016,SUD,Sudan,LEB,Lebanon,CAN,Canada,18
2016,ERT,Eritrea,ALG,Algeria,USA,United States of America,1
2016,IRQ,Iraq,LEB,Lebanon,AUS,Australia,23
2016,SOM,Somalia,LEB,Lebanon,USA,United States of America,7
2016,IRQ,Iraq,JOR,Jordan,USA,United States of America,1095
2016,SYR,Syrian Arab Rep.,JOR,Jordan,NOR,Norway,302
2016,All others,All others,All others,All others,ITA,Italy,1
2016,SUD,Sudan,ISR,Israel,USA,United States of America,25
2016,SSD,South Sudan,ARE,Egypt,USA,United States of America,119
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,130
2016,SOM,Somalia,YEM,Yemen,SWE,Sweden,10
2016,SUD,Sudan,JOR,Jordan,CAN,Canada,47
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,4819
2016,IRQ,Iraq,LEB,Lebanon,NZL,New Zealand,3
2016,IRQ,Iraq,BAH,Bahrain,USA,United States of America,23
2016,IRQ,Iraq,ARE,Egypt,CAN,Canada,2
2016,SOM,Somalia,ARE,Egypt,DNK,Denmark,2
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,142
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,IRL,Ireland,314
2016,IRQ,Iraq,JOR,Jordan,DNK,Denmark,5
2016,All others,All others,All others,All others,AUS,Australia,868
2016,IRQ,Iraq,SAU,Saudi Arabia,USA,United States of America,2
2016,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,1
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,5
2016,IRQ,Iraq,LEB,Lebanon,CHE,Switzerland,2
2016,SUD,Sudan,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,13
2016,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,30
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,CZE,Czechia,5
2016,SYR,Syrian Arab Rep.,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,525
2016,All others,All others,All others,All others,KOR,Rep. of Korea,62
2016,SUD,Sudan,JOR,Jordan,FRA,France,4
2016,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,4
2016,SOM,Somalia,ARE,Egypt,SWE,Sweden,5
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,1908
2016,IRQ,Iraq,KUW,Kuwait,CAN,Canada,7
2016,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,72
2016,SSD,South Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,4
2016,SYR,Syrian Arab Rep.,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,686
2016,SYR,Syrian Arab Rep.,JOR,Jordan,ITA,Italy,103
2016,ERT,Eritrea,ARE,Egypt,USA,United States of America,80
2016,IRQ,Iraq,UAE,United Arab Emirates,FRA,France,4
2016,SSD,South Sudan,ARE,Egypt,SWE,Sweden,1
2016,IRQ,Iraq,JOR,Jordan,AUS,Australia,353
2016,SYR,Syrian Arab Rep.,JOR,Jordan,NLD,Netherlands,1
2016,SUD,Sudan,TUN,Tunisia,USA,United States of America,13
2016,SYR,Syrian Arab Rep.,ARE,Egypt,FIN,Finland,8
2016,All others,All others,All others,All others,AUT,Austria,4
2016,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,NZL,New Zealand,1
2016,SUD,Sudan,ARE,Egypt,USA,United States of America,1600
2016,SOM,Somalia,ARE,Egypt,NOR,Norway,2
2016,All others,All others,All others,All others,NLD,Netherlands,14
2016,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,3278
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,NZL,New Zealand,408
2016,SYR,Syrian Arab Rep.,IRQ,Iraq,CAN,Canada,504
2016,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,11
2016,IRQ,Iraq,LEB,Lebanon,CAN,Canada,54
2016,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,2
2016,IRQ,Iraq,JOR,Jordan,CAN,Canada,150
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,MCO,Monaco,4
2016,IRQ,Iraq,KUW,Kuwait,NOR,Norway,2
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,7345
2016,IRQ,Iraq,LEB,Lebanon,CZE,Czechia,2
2016,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,31
2016,COD,Dem. Rep. of the Congo,ARE,Egypt,USA,United States of America,1
2016,ERT,Eritrea,OMN,Oman,SWE,Sweden,2
2016,ERT,Eritrea,ARE,Egypt,AUS,Australia,2
2016,SYR,Syrian Arab Rep.,QAT,Qatar,USA,United States of America,14
2016,SUD,Sudan,LEB,Lebanon,SWE,Sweden,8
2016,All others,All others,All others,All others,BRA,Brazil,34
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,FIN,Finland,224
2016,SUD,Sudan,LEB,Lebanon,USA,United States of America,231
2016,SYR,Syrian Arab Rep.,ARE,Egypt,SWE,Sweden,36
2016,ERT,Eritrea,ARE,Egypt,CAN,Canada,101
2016,SSD,South Sudan,LEB,Lebanon,USA,United States of America,20
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,AUT,Austria,17
2016,All others,All others,All others,All others,NOR,Norway,12
2016,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,44
2016,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,611
2016,IRQ,Iraq,LBY,Libya,SWE,Sweden,1
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,DNK,Denmark,5
2016,SUD,Sudan,ARE,Egypt,SWE,Sweden,5
2016,SYR,Syrian Arab Rep.,MAU,Mauritania,USA,United States of America,48
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,CHE,Switzerland,180
2016,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,ITA,Italy,1
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,ITA,Italy,1
2016,COD,Dem. Rep. of the Congo,ISR,Israel,FRA,France,1
2016,SOM,Somalia,ARE,Egypt,CAN,Canada,4
2016,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,CAN,Canada,1
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,862
2016,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,39
2016,All others,All others,All others,All others,CAN,Canada,861
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,2361
2016,SUD,Sudan,ISR,Israel,SWE,Sweden,1
2016,SUD,Sudan,ARE,Egypt,AUS,Australia,5
2016,All others,All others,All others,All others,NZL,New Zealand,449
2016,SUD,Sudan,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,26
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,3357
2017,All others,All others,All others,All others,LTU,Lithuania,9
2017,SUD,Sudan,ARE,Egypt,SWE,Sweden,99
2017,ERT,Eritrea,LBY,Libya,SWE,Sweden,19
2017,SOM,Somalia,LEB,Lebanon,CAN,Canada,1
2017,SUD,Sudan,ISR,Israel,SWE,Sweden,17
2017,IRQ,Iraq,UAE,United Arab Emirates,GBR,United Kingdom of Great Britain and Northern Ireland,1
2017,SOM,Somalia,ARE,Egypt,CAN,Canada,4
2017,ERT,Eritrea,ARE,Egypt,SWE,Sweden,37
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,738
2017,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,58
2017,SYR,Syrian Arab Rep.,ARE,Egypt,FRA,France,7
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,2164
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,20
2017,ERT,Eritrea,LBY,Libya,NOR,Norway,2
2017,All others,All others,All others,All others,CHE,Switzerland,11
2017,SYR,Syrian Arab Rep.,LBY,Libya,SWE,Sweden,24
2017,SUD,Sudan,ARE,Egypt,AUS,Australia,8
2017,SUD,Sudan,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,32
2017,IRQ,Iraq,IRQ,Iraq,SWE,Sweden,1
2017,SUD,Sudan,LBY,Libya,CHE,Switzerland,9
2017,IRQ,Iraq,LEB,Lebanon,NOR,Norway,1
2017,All others,All others,All others,All others,LUX,Luxembourg,1
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,ESP,Spain,970
2017,SYR,Syrian Arab Rep.,ARE,Egypt,PRT,Portugal,16
2017,SUD,Sudan,JOR,Jordan,SWE,Sweden,1
2017,SOM,Somalia,JOR,Jordan,USA,United States of America,25
2017,IRQ,Iraq,ARE,Egypt,AUS,Australia,10
2017,SOM,Somalia,JOR,Jordan,FRA,France,1
2017,SSD,South Sudan,LEB,Lebanon,CAN,Canada,5
2017,SUD,Sudan,ARE,Egypt,USA,United States of America,83
2017,ERT,Eritrea,LEB,Lebanon,CAN,Canada,1
2017,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,4
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,ITA,Italy,666
2017,All others,All others,All others,All others,DEU,Germany,19
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,1
2017,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,401
2017,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,1
2017,All others,All others,All others,All others,NLD,Netherlands,40
2017,SYR,Syrian Arab Rep.,MOR,Morocco,CAN,Canada,16
2017,ERT,Eritrea,ARE,Egypt,NOR,Norway,3
2017,SYR,Syrian Arab Rep.,ARE,Egypt,AUS,Australia,43
2017,SYR,Syrian Arab Rep.,IRQ,Iraq,USA,United States of America,170
2017,IRQ,Iraq,LEB,Lebanon,FRA,France,2
2017,SSD,South Sudan,ISR,Israel,SWE,Sweden,10
2017,SUD,Sudan,ARE,Egypt,FRA,France,2
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,6
2017,IRQ,Iraq,JOR,Jordan,NOR,Norway,3
2017,ERT,Eritrea,LBY,Libya,FRA,France,20
2017,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,FIN,Finland,5
2017,All others,All others,All others,All others,ESP,Spain,4
2017,IRQ,Iraq,JOR,Jordan,CHE,Switzerland,1
2017,SOM,Somalia,ARE,Egypt,PRT,Portugal,1
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,BEL,Belgium,477
2017,AFG,Afghanistan,SYR,Syrian Arab Rep.,SWE,Sweden,5
2017,All others,All others,All others,All others,NOR,Norway,32
2017,SOM,Somalia,ARE,Egypt,FRA,France,2
2017,IRQ,Iraq,LEB,Lebanon,USA,United States of America,27
2017,SYR,Syrian Arab Rep.,LBY,Libya,CHE,Switzerland,6
2017,SOM,Somalia,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,1
2017,SYR,Syrian Arab Rep.,ISR,Israel,SWE,Sweden,1
2017,IRQ,Iraq,ARE,Egypt,FRA,France,1
2017,All others,All others,All others,All others,EST,Estonia,6
2017,COD,Dem. Rep. of the Congo,ALG,Algeria,FRA,France,5
2017,SUD,Sudan,TUN,Tunisia,FRA,France,4
2017,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,17
2017,All others,All others,All others,All others,AUS,Australia,433
2017,SYR,Syrian Arab Rep.,TUN,Tunisia,FIN,Finland,1
2017,All others,All others,All others,All others,NZL,New Zealand,332
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,ARG,Argentina,105
2017,ERT,Eritrea,ISR,Israel,SWE,Sweden,106
2017,SSD,South Sudan,ARE,Egypt,AUS,Australia,15
2017,SOM,Somalia,KUW,Kuwait,USA,United States of America,1
2017,ERT,Eritrea,ISR,Israel,USA,United States of America,70
2017,SSD,South Sudan,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,4
2017,IRQ,Iraq,JOR,Jordan,SWE,Sweden,33
2017,SUD,Sudan,LBY,Libya,FRA,France,10
2017,IRQ,Iraq,LEB,Lebanon,FIN,Finland,1
2017,IRQ,Iraq,KUW,Kuwait,FRA,France,7
2017,All others,All others,All others,All others,FIN,Finland,37
2017,AFG,Afghanistan,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,26
2017,SYR,Syrian Arab Rep.,ARE,Egypt,NLD,Netherlands,1
2017,All others,All others,All others,All others,AUT,Austria,1
2017,SYR,Syrian Arab Rep.,JOR,Jordan,CHE,Switzerland,562
2017,SYR,Syrian Arab Rep.,TUN,Tunisia,FRA,France,1
2017,SYR,Syrian Arab Rep.,LBY,Libya,FRA,France,10
2017,All others,All others,All others,All others,SWE,Sweden,383
2017,SYR,Syrian Arab Rep.,ARE,Egypt,USA,United States of America,260
2017,IRQ,Iraq,ARE,Egypt,SWE,Sweden,1
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,1905
2017,IRQ,Iraq,UAE,United Arab Emirates,FIN,Finland,3
2017,IRQ,Iraq,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,6
2017,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,USA,United States of America,2
2017,SUD,Sudan,LBY,Libya,CAN,Canada,16
2017,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,1
2017,SYR,Syrian Arab Rep.,LBY,Libya,NOR,Norway,5
2017,SUD,Sudan,LEB,Lebanon,FRA,France,13
2017,ERT,Eritrea,ISR,Israel,FRA,France,1
2017,IRQ,Iraq,LEB,Lebanon,IRL,Ireland,5
2017,ERT,Eritrea,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,2
2017,All others,All others,All others,All others,FRA,France,389
2017,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,12
2017,SUD,Sudan,ARE,Egypt,DEU,Germany,125
2017,All others,All others,All others,All others,BEL,Belgium,9
2017,SSD,South Sudan,ISR,Israel,USA,United States of America,8
2017,IRQ,Iraq,ARE,Egypt,DEU,Germany,9
2017,ERT,Eritrea,LBY,Libya,NLD,Netherlands,2
2017,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,14
2017,All others,All others,All others,All others,URY,Uruguay,16
2017,COD,Dem. Rep. of the Congo,ALG,Algeria,USA,United States of America,6
2017,SYR,Syrian Arab Rep.,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,476
2017,SOM,Somalia,ARE,Egypt,USA,United States of America,6
2017,SUD,Sudan,ARE,Egypt,CAN,Canada,23
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,CHL,Chile,95
2017,IRQ,Iraq,JOR,Jordan,FRA,France,4
2017,SUD,Sudan,JOR,Jordan,USA,United States of America,135
2017,SSD,South Sudan,ARE,Egypt,CAN,Canada,5
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,ISL,Iceland,7
2017,COD,Dem. Rep. of the Congo,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,2
2017,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,3316
2017,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,3
2017,SYR,Syrian Arab Rep.,JOR,Jordan,AUT,Austria,8
2017,SSD,South Sudan,ISR,Israel,FRA,France,4
2017,SUD,Sudan,LEB,Lebanon,CAN,Canada,6
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,LUX,Luxembourg,67
2017,SYR,Syrian Arab Rep.,JOR,Jordan,ISL,Iceland,14
2017,ERT,Eritrea,JOR,Jordan,SWE,Sweden,1
2017,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,50
2017,IRQ,Iraq,ARE,Egypt,NOR,Norway,3
2017,SYR,Syrian Arab Rep.,ALG,Algeria,SWE,Sweden,7
2017,IRQ,Iraq,JOR,Jordan,USA,United States of America,205
2017,SOM,Somalia,SYR,Syrian Arab Rep.,SWE,Sweden,7
2017,ERT,Eritrea,LBY,Libya,CAN,Canada,24
2017,All others,All others,All others,All others,USA,United States of America,2242
2017,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,62
2017,SYR,Syrian Arab Rep.,JOR,Jordan,NOR,Norway,6
2017,SSD,South Sudan,ARE,Egypt,DEU,Germany,15
2017,SUD,Sudan,ISR,Israel,USA,United States of America,9
2017,SSD,South Sudan,ARE,Egypt,USA,United States of America,12
2017,SUD,Sudan,ARE,Egypt,PRT,Portugal,6
2017,SYR,Syrian Arab Rep.,ALG,Algeria,USA,United States of America,2
2017,IRQ,Iraq,LEB,Lebanon,ITA,Italy,4
2017,SOM,Somalia,YEM,Yemen,SWE,Sweden,3
2017,SUD,Sudan,JOR,Jordan,CAN,Canada,24
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,2630
2017,IRQ,Iraq,LEB,Lebanon,NZL,New Zealand,52
2017,SYR,Syrian Arab Rep.,LBY,Libya,CAN,Canada,93
2017,IRQ,Iraq,MOR,Morocco,FRA,France,6
2017,IRQ,Iraq,ARE,Egypt,CAN,Canada,1
2017,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,NOR,Norway,1
2017,All others,All others,All others,All others,ISL,Iceland,14
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,161
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,IRL,Ireland,303
2017,SYR,Syrian Arab Rep.,QAT,Qatar,SWE,Sweden,1
2017,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,194
2017,ERT,Eritrea,ARE,Egypt,PRT,Portugal,1
2017,SUD,Sudan,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,24
2017,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,38
2017,SYR,Syrian Arab Rep.,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,759
2017,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,7
2017,SOM,Somalia,ARE,Egypt,SWE,Sweden,5
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,1774
2017,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,4
2017,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,233
2017,IRQ,Iraq,LEB,Lebanon,LUX,Luxembourg,1
2017,SSD,South Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,77
2017,SYR,Syrian Arab Rep.,JOR,Jordan,BEL,Belgium,174
2017,SYR,Syrian Arab Rep.,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,2614
2017,SYR,Syrian Arab Rep.,JOR,Jordan,ITA,Italy,294
2017,All others,All others,All others,All others,ITA,Italy,55
2017,ERT,Eritrea,ARE,Egypt,USA,United States of America,3
2017,IRQ,Iraq,UAE,United Arab Emirates,FRA,France,3
2017,SSD,South Sudan,ARE,Egypt,SWE,Sweden,27
2017,SYR,Syrian Arab Rep.,JOR,Jordan,NLD,Netherlands,2
2017,All others,All others,All others,All others,BRA,Brazil,2
2017,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,44
2017,SOM,Somalia,ARE,Egypt,AUS,Australia,7
2017,SOM,Somalia,ARE,Egypt,NOR,Norway,6
2017,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,325
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,NZL,New Zealand,677
2017,SYR,Syrian Arab Rep.,IRQ,Iraq,CAN,Canada,108
2017,IRQ,Iraq,IRQ,Iraq,FRA,France,2
2017,IRQ,Iraq,LEB,Lebanon,CAN,Canada,55
2017,IRQ,Iraq,LEB,Lebanon,MCO,Monaco,30
2017,IRQ,Iraq,MOR,Morocco,GBR,United Kingdom of Great Britain and Northern Ireland,5
2017,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,33
2017,IRQ,Iraq,JOR,Jordan,CAN,Canada,133
2017,SOM,Somalia,TUN,Tunisia,SWE,Sweden,1
2017,ERT,Eritrea,ARE,Egypt,DEU,Germany,14
2017,All others,All others,All others,All others,KOR,Rep. of Korea,24
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,486
2017,SYR,Syrian Arab Rep.,ARE,Egypt,DEU,Germany,218
2017,IRQ,Iraq,JOR,Jordan,ISL,Iceland,36
2017,SUD,Sudan,LEB,Lebanon,USA,United States of America,10
2017,SYR,Syrian Arab Rep.,ARE,Egypt,SWE,Sweden,258
2017,SYR,Syrian Arab Rep.,ISR,Israel,CHE,Switzerland,1
2017,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,5
2017,IRQ,Iraq,LBY,Libya,CAN,Canada,13
2017,ERT,Eritrea,ARE,Egypt,AUS,Australia,67
2017,SUD,Sudan,LEB,Lebanon,SWE,Sweden,2
2017,SYR,Syrian Arab Rep.,LEB,Lebanon,FIN,Finland,1
2017,ERT,Eritrea,ARE,Egypt,CAN,Canada,10
2017,All others,All others,All others,All others,CAN,Canada,911
2017,SOM,Somalia,ARE,Egypt,DEU,Germany,8
2017,SSD,South Sudan,LEB,Lebanon,USA,United States of America,1
2017,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,243
2017,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,64
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,1941
2018,COD,Dem. Rep. of the Congo,ALG,Algeria,SWE,Sweden,12
2018,IRQ,Iraq,LEB,Lebanon,CAN,Canada,199
2018,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,14
2018,IRQ,Iraq,JOR,Jordan,CAN,Canada,206
2018,SUD,Sudan,LEB,Lebanon,USA,United States of America,4
2018,SYR,Syrian Arab Rep.,ARE,Egypt,SWE,Sweden,182
2018,SYR,Syrian Arab Rep.,ISR,Israel,CHE,Switzerland,35
2018,IRQ,Iraq,LBY,Libya,CAN,Canada,5
2018,ERT,Eritrea,ARE,Egypt,AUS,Australia,24
2018,All others,All others,All others,All others,CAN,Canada,2196
2018,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,CAN,Canada,73
2018,ERT,Eritrea,ARE,Egypt,CAN,Canada,29
2018,SYR,Syrian Arab Rep.,ALG,Algeria,CAN,Canada,1
2018,All others,All others,All others,All others,SWE,Sweden,443
2018,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,220
2018,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,323
2018,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,FRA,France,1
2018,SUD,Sudan,ARE,Egypt,SWE,Sweden,37
2018,ERT,Eritrea,LBY,Libya,SWE,Sweden,2
2018,IRQ,Iraq,JOR,Jordan,NZL,New Zealand,3
2018,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,5
2018,SUD,Sudan,ISR,Israel,SWE,Sweden,1
2018,SOM,Somalia,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,1
2018,SYR,Syrian Arab Rep.,ISR,Israel,ESP,Spain,9
2018,ERT,Eritrea,ISR,Israel,FRA,France,4
2018,SOM,Somalia,YEM,Yemen,USA,United States of America,4
2018,COD,Dem. Rep. of the Congo,MOR,Morocco,USA,United States of America,3
2018,SOM,Somalia,ARE,Egypt,CAN,Canada,32
2018,ERT,Eritrea,ARE,Egypt,SWE,Sweden,97
2018,All others,All others,All others,All others,DEU,Germany,21
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,460
2018,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,49
2018,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,4
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,1003
2018,IRQ,Iraq,LEB,Lebanon,AUS,Australia,10
2018,SYR,Syrian Arab Rep.,IRQ,Iraq,AUS,Australia,1
2018,SSD,South Sudan,ISR,Israel,CAN,Canada,6
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,3
2018,IRQ,Iraq,MAU,Mauritania,FRA,France,12
2018,ERT,Eritrea,LBY,Libya,NOR,Norway,41
2018,ERT,Eritrea,JOR,Jordan,CAN,Canada,1
2018,COD,Dem. Rep. of the Congo,YEM,Yemen,SWE,Sweden,3
2018,SYR,Syrian Arab Rep.,LBY,Libya,SWE,Sweden,8
2018,All others,All others,All others,All others,URY,Uruguay,18
2018,SUD,Sudan,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,46
2018,SUD,Sudan,LBY,Libya,CHE,Switzerland,5
2018,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,28
2018,ERT,Eritrea,UAE,United Arab Emirates,SWE,Sweden,1
2018,SUD,Sudan,ISR,Israel,NLD,Netherlands,2
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,ESP,Spain,3
2018,SYR,Syrian Arab Rep.,ARE,Egypt,PRT,Portugal,167
2018,SUD,Sudan,JOR,Jordan,SWE,Sweden,56
2018,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,4
2018,SSD,South Sudan,ARE,Egypt,NLD,Netherlands,17
2018,SUD,Sudan,ARE,Egypt,NLD,Netherlands,105
2018,SOM,Somalia,JOR,Jordan,USA,United States of America,2
2018,IRQ,Iraq,JOR,Jordan,NLD,Netherlands,11
2018,SSD,South Sudan,LEB,Lebanon,CAN,Canada,2
2018,IRQ,Iraq,KUW,Kuwait,USA,United States of America,1
2018,SUD,Sudan,ARE,Egypt,USA,United States of America,21
2018,All others,All others,All others,All others,FIN,Finland,16
2018,ERT,Eritrea,LEB,Lebanon,CAN,Canada,2
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,ITA,Italy,217
2018,COD,Dem. Rep. of the Congo,MAU,Mauritania,FRA,France,7
2018,SUD,Sudan,TUN,Tunisia,NLD,Netherlands,2
2018,SSD,South Sudan,MAU,Mauritania,FRA,France,5
2018,SYR,Syrian Arab Rep.,KUW,Kuwait,CAN,Canada,19
2018,All others,All others,All others,All others,USA,United States of America,2724
2018,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,313
2018,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,1
2018,SYR,Syrian Arab Rep.,ARE,Egypt,AUS,Australia,37
2018,SYR,Syrian Arab Rep.,IRQ,Iraq,USA,United States of America,5
2018,All others,All others,All others,All others,FRA,France,686
2018,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,7
2018,SUD,Sudan,ARE,Egypt,FRA,France,5
2018,SOM,Somalia,JOR,Jordan,NLD,Netherlands,1
2018,SYR,Syrian Arab Rep.,IRQ,Iraq,NLD,Netherlands,6
2018,ERT,Eritrea,ISR,Israel,NOR,Norway,5
2018,ERT,Eritrea,LBY,Libya,FRA,France,5
